sitrep_no,page,line_no,health_zone,confidence,evidence_line
1,1,8,Bunia,high,"Zone de Santé touchée Mongbwalu, Bunia et Rwampara"
1,1,8,Mongbwalu,high,"Zone de Santé touchée Mongbwalu, Bunia et Rwampara"
1,1,8,Rwampara,high,"Zone de Santé touchée Mongbwalu, Bunia et Rwampara"
4,1,8,Bunia,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD"
4,1,8,Mongbwalu,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD"
4,1,8,Nyankunde,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD"
4,1,8,Rwampara,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD"
4,1,10,Butembo,medium,"KIVU : Goma, Katwa et Butembo"
4,1,10,Goma,medium,"KIVU : Goma, Katwa et Butembo"
4,1,10,Katwa,medium,"KIVU : Goma, Katwa et Butembo"
4,4,4,Bambu,medium,Bunia Rwampara Nyankunde Mongbwalu Nizi Lita Bambu Fataki Total
4,4,4,Lita,medium,Bunia Rwampara Nyankunde Mongbwalu Nizi Lita Bambu Fataki Total
4,4,4,Nizi,medium,Bunia Rwampara Nyankunde Mongbwalu Nizi Lita Bambu Fataki Total
5,1,6,Bunia,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
5,1,6,Mongbwalu,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
5,1,6,Nyankunde,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
5,1,6,Rwampara,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
5,1,8,Butembo,medium,"NORD KIVU : Goma, Katwa et Butembo"
5,1,8,Goma,medium,"NORD KIVU : Goma, Katwa et Butembo"
5,1,8,Katwa,medium,"NORD KIVU : Goma, Katwa et Butembo"
5,4,44,Bambu,high,"• Recherche active des cas de MVE : ZS Bunia, Bambu, Rwampara, Nyankunde"
5,4,45,Mangala,medium,"• Investigation autour des alertes de MVE : ZS Bunia, Mongbwalu, Rwampara, Nyankunde, Kamanda, Mangala,"
5,4,46,Aru,medium,Bambu et Aru
6,1,4,Bunia,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
6,1,4,Mongbwalu,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
6,1,4,Nyankunde,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
6,1,4,Rwampara,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,"
6,1,6,Butembo,medium,"NORD KIVU : Goma, Katwa et Butembo"
6,1,6,Goma,medium,"NORD KIVU : Goma, Katwa et Butembo"
6,1,6,Katwa,medium,"NORD KIVU : Goma, Katwa et Butembo"
6,1,30,Bambu,medium,Bambu 1 0 ND 1 128 0
6,3,23,Beni,high,Division Provinciale de la Santé du Nord-Kivu (Beni) et Ituri (Bunia).
6,4,1,Lita,medium,Logo Lita Nizi
6,4,1,Logo,medium,Logo Lita Nizi
6,4,1,Nizi,medium,Logo Lita Nizi
6,4,3,Aungba,medium,Mangala Bambu Aungba Suivi des
6,4,3,Mangala,medium,Mangala Bambu Aungba Suivi des
6,4,5,Komanda,medium,Komanda Rwampara
6,6,24,Aru,medium,ARU OMBAYI 253 253 253 253 0 0 0
6,7,46,Kalunguta,medium,"Kalunguta, Kamango, Mabalako, Oicha, Museniene, Kayina, Alimbongo, Butembo ;"
6,7,46,Oicha,medium,"Kalunguta, Kamango, Mabalako, Oicha, Museniene, Kayina, Alimbongo, Butembo ;"
13,6,37,Logo,medium,▪ Actualisation des outils avec le logo du Ministère.
15,1,9,Aru,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Aungba,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Bambu,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Bunia,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Damas,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Gety,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Kilo,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Komanda,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Lita,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,9,Mangala,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,"
15,1,10,Mongbwalu,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara"
15,1,10,Nizi,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara"
15,1,10,Nyankunde,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara"
15,1,10,Rwampara,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara"
15,1,11,Beni,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
15,1,11,Butembo,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
15,1,11,Goma,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
15,1,11,Kalunguta,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
15,1,11,Katwa,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
15,1,11,Kyondo,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
15,1,11,Oicha,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
15,1,12,Miti-Murhesa,medium,SUD-KIVU : Miti-Murhesa
16,1,9,Aru,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,"
16,1,9,Aungba,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,"
16,1,9,Bambu,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,"
16,1,9,Bunia,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,"
16,1,9,Damas,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,"
